Entities,Tokens,Raw Text
"['B-Natural_Disaster', 'I-Natural_Disaster', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Weather', 'O', 'B-Weather', 'O', 'O', 'O', 'B-Weather', 'O', 'O', 'B-Weather', 'I-Weather', 'I-Weather', 'I-Weather', 'O']","['Climate', 'change', 'would', 'create', 'new', 'environmental', 'conditions', 'over', 'space', 'and', 'time', 'and', 'in', 'the', 'intensity', 'and', 'frequency', 'of', 'weather', 'and', 'climate', 'processes', '.']",Climate change would create new environmental conditions over space and time and in the intensity and frequency of weather and climate processes.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'I-Organism', 'I-Organism', 'O', 'B-Organism', 'B-Organism', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'I-Organism', 'I-Organism', 'O', 'B-Organism', 'B-Organism', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['With', 'the', 'widespread', 'adoption', 'of', 'high', 'yielding', 'rice', '(', 'Oryza', 'sativa', 'L.', ')', 'varieties', 'and', 'accompanying', 'changes', 'in', 'the', 'cultural', 'practices', ',', 'rice', 'leaf', 'folder', '[', 'Cnaphalocrocis', 'medinalis', '(', 'Guenee', ')', ']', 'and', 'yellow', 'stem', 'borer', '[', 'Scirpophaga', 'incertulas', '(', 'Walker', ')', ']', 'has', 'attained', 'the', 'status', 'of', 'major', 'pests', 'and', 'influence', 'the', 'yield', 'if', 'proper', 'timely', 'management', 'practices', 'are', 'not', 'adopted', '.']","With the widespread adoption of high yielding rice (Oryza sativa L.) varieties and accompanying changes in the cultural practices, rice leaf folder [Cnaphalocrocis medinalis (Guenee)] and yellow stem borer [Scirpophaga incertulas (Walker)] has attained the status of major pests and influence the yield if proper timely management practices are not adopted."
"['B-Crop', 'I-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O']","['Shade', 'trees', 'such', 'as', 'sycamore', ',', 'ash', ',', 'oak', ',', 'and', 'maple', 'are', 'especially', 'susceptible', ',', 'though', 'the', 'disease', 'is', 'found', 'in', 'a', 'number', 'of', 'plants', ',', 'including', 'grasses', 'and', 'annuals', '.']","Shade trees such as sycamore, ash, oak, and maple are especially susceptible, though the disease is found in a number of plants, including grasses and annuals."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Technology', 'I-Technology', 'I-Technology', 'O', 'B-Technology', 'O', 'O']","['One', 'answer', 'to', 'aspects', 'of', 'that', 'problem', 'is', 'the', 'use', 'of', 'precision', 'agricultural', 'technologies', '(', 'PATs', ')', '.']",One answer to aspects of that problem is the use of precision agricultural technologies (PATs).
"['B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O']","['India', 'is', 'still', 'advancing', 'in', 'the', 'practice', 'of', 'protected', 'cultivation', '.']",India is still advancing in the practice of protected cultivation .
"['O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O']","['When', 'compared', 'to', 'traditional', 'irrigation', 'methods', ',', 'this', 'technology', 'allows', 'for', 'more', 'areas', 'to', 'be', 'irrigated', 'with', 'the', 'same', 'amount', 'of', 'water', '.']","When compared to traditional irrigation methods, this technology allows for more areas to be irrigated with the same amount of water."
"['O', 'O', 'O', 'B-Fruit', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O']","['They', 'include', 'especially', 'grape', ',', 'members', 'of', 'the', 'rose', 'family', '(', 'Rosaceae', ')', ',', 'shade', 'and', 'nut', 'trees', ',', 'many', 'shrubs', 'and', 'vines', ',', 'and', 'perennial', 'garden', 'plants', '.']","They include especially grape, members of the rose family (Rosaceae), shade and nut trees, many shrubs and vines, and perennial garden plants."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Despite', 'a', 'low', 'rate', 'of', 'adoption', 'elsewhere', ',', 'similar', 'efforts', 'in', 'recent', 'years', 'have', 'been', 'initiated', 'in', 'developing', 'countries', '.']","Despite a low rate of adoption elsewhere, similar efforts in recent years have been initiated in developing countries."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Increasing', 'pressure', 'for', 'food', 'security', 'and', 'sustainability', 'as', 'well', 'as', 'a', 'need', 'to', 'halt', 'environmental', 'degradation', 'has', 'focused', 'attention', 'on', 'increasing', 'the', 'efficient', 'use', 'of', 'farm', 'resources', '.']",Increasing pressure for food security and sustainability as well as a need to halt environmental degradation has focused attention on increasing the efficient use of farm resources.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ML_Model', 'I-ML_Model', 'I-ML_Model', 'O', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Site', 'and', 'site', 'by', 'time', 'effects', 'were', 'analyzed', 'using', 'linear', 'mixed', 'models', 'to', 'compare', 'mean', 'differences', 'of', 'microclimate', 'measurements', '(', 'temperature', ',', 'relative', 'humidity', ',', 'and', 'solar', 'radiation', ')', 'by', 'site', 'as', 'well', 'as', 'by', 'time', 'of', 'the', 'day', '.']","Site and site by time effects were analyzed using linear mixed models to compare mean differences of microclimate measurements (temperature, relative humidity, and solar radiation) by site as well as by time of the day."
"['O', 'O', 'B-ML_Model', 'O', 'O', 'O', 'B-ML_Model', 'I-ML_Model', 'I-ML_Model', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O']","['Identification', 'of', 'component', 'traits', 'through', 'the', 'principal', 'component', 'analysis', 'will', 'help', 'in', 'formulating', 'efficient', 'selection', 'criteria', 'for', 'further', 'genetic', 'improvement', 'of', 'rice', '.']",Identification of component traits through the principal component analysis will help in formulating efficient selection criteria for further genetic improvement of rice.
"['O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'CE', ',', 'where', 'the', '“', 'planned', 'economy', '”', 'ruled', 'agricultural', 'production', 'for', 'more', 'than', '40', 'years', ',', 'this', 'key', 'objective', 'was', 'also', 'reached', '.']","In CE, where the “planned economy” ruled agricultural production for more than 40 years, this key objective was also reached."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Vegetable', 'O', 'B-Crop', 'O', 'B-Fruit', 'O', 'O', 'B-Fruit', 'O', 'O', 'O', 'O', 'O', 'I-Disease', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O']","['A', 'variety', 'of', 'plant', 'species', ',', 'such', 'as', 'sweet', 'potatoes', ',', 'tomatoes', ',', 'legumes', ',', 'melons', ',', 'and', 'bananas', ',', 'are', 'vulnerable', 'to', 'the', 'disease', 'known', 'as', 'Panama', 'disease', ',', 'including', 'those', 'that', 'are', 'economically', 'significant', 'for', 'food', 'production', '.']","A variety of plant species , such as sweet potatoes , tomatoes , legumes , melons , and bananas , are vulnerable to the disease known as Panama disease , including those that are economically significant for food production ."
"['O', 'O', 'O', 'B-Agri_Process', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Treatments', 'included', '4', 'irrigation', 'levels', '(', 'drip', 'irrigation', 'at', '0.6', 'ETc', ',', '0.8', 'ETc', 'and', '1.0', 'ETc', 'and', 'furrow', 'irrigation', 'at', '0.8', 'IW/CPE', 'ratio', ')', 'and', '4', 'maize', 'genotypes', '.']","Treatments included 4 irrigation levels (drip irrigation at 0.6 ETc, 0.8 ETc and 1.0 ETc and furrow irrigation at 0.8 IW/CPE ratio) and 4 maize genotypes."
"['B-Crop', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'B-Field_Area', 'I-Field_Area', 'O', 'O', 'B-Rainfall', 'I-Rainfall', 'I-Rainfall', 'O', 'O']","['Millets', 'are', 'the', 'food', 'crops', 'adapted', 'to', 'dryland', 'agro-ecologies', 'of', 'the', 'arid', 'and', 'semi-arid', 'tropics', '.']",Millets are the food crops adapted to dryland agro-ecologies of the arid and semi-arid tropics.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O']","['It', 'is', 'grown', 'both', 'locally', 'and', 'in', 'large', 'guava', 'fields', 'all', 'around', 'the', 'country', '.']",It is grown both locally and in large guava fields all around the country.
"['O', 'O', 'O', 'O', 'B-Fruit', 'I-Fruit', 'O', 'O', 'O', 'O', 'B-Food_Item', 'O', 'B-Food_Item', 'O', 'B-Food_Item', 'O', 'B-Food_Item', 'O', 'B-Food_Item', 'I-Food_Item', 'O', 'O', 'O', 'O', 'O']","['Include', 'the', 'tiny', ',', 'cherry-colored', 'cherries', 'in', 'desserts', 'such', 'as', 'cakes', ',', 'cupcakes', ',', 'muffins', ',', 'pastries', ',', 'cherry', 'sauces', ',', 'and', 'similar', 'treats', '.']","Include the tiny , cherry-colored cherries in desserts such as cakes , cupcakes , muffins , pastries , cherry sauces , and similar treats ."
"['O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'O', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'B-Crop', 'O', 'B-Crop', 'B-Crop', 'O', 'O']","['Major', 'millet', 'crops', 'include', 'jowar', 'or', 'sorghum', '(', 'Sorghum', 'bicolor', ')', ',', 'bajra', 'or', 'pearl', 'millet', '(', 'Pennisetum', 'glaucum', ')', ',', 'mandua/ragi', 'or', 'finger', 'millet', '(', 'Eleusine', 'coracana', ')', ';', 'and', 'small', 'millets', 'comprising', 'of', 'kangni', 'or', 'foxtail', 'millet', '(', 'Setaria', 'italica', ')', ',', 'kutki', 'or', 'sama', 'or', 'little', 'millet', '(', 'Panicum', 'antidotale', ')', ',', 'kodo', 'millet', '(', 'Paspalum', 'scrobiculatum', ')', ',', 'jhangora', 'or', 'sawan', 'or', 'barnyard', 'millet', '(', 'Echinochloa', 'frumentacea', ')', ',', 'cheena', 'or', 'proso', 'millet', '(', 'Setaria', 'italica', ')', 'and', 'korale', 'or', 'brown', 'top', 'millet', '(', 'Brachiaria', 'ramosa', ')', '.']","Major millet crops include jowar or sorghum (Sorghum bicolor), bajra or pearl millet (Pennisetum glaucum), mandua/ragi or finger millet (Eleusine coracana); and small millets comprising of kangni or foxtail millet (Setaria italica), kutki or sama or little millet (Panicum antidotale), kodo millet (Paspalum scrobiculatum), jhangora or sawan or barnyard millet (Echinochloa frumentacea), cheena or proso millet (Setaria italica) and korale or brown top millet (Brachiaria ramosa)."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['At', 'the', 'same', 'time', ',', 'malnutrition', 'and', 'poverty', 'continue', 'to', 'be', 'persistent', 'problems', 'for', 'the', 'rural', 'poor', '.']","At the same time, malnutrition and poverty continue to be persistent problems for the rural poor."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'wider', 'social', ',', 'economic', ',', 'environmental', 'and', 'regulatory', 'drivers', 'influencing', 'technology', 'implementation', 'and', 'diffusion', 'must', 'be', 'considered', 'in', 'regard', 'to', 'an', 'innovation', 'system', '(', 'Klerkx', ',', 'Aarts', ',', 'and', 'Leeuwis', '2010', ',', 'Klerkx', ',', 'van', 'Mierlo', ',', 'and', 'Leeuwis', '2012', ',', 'Beers', 'et', 'al', ',', '2014', ')', '.']","The wider social, economic, environmental and regulatory drivers influencing technology implementation and diffusion must be considered in regard to an innovation system (Klerkx, Aarts, and Leeuwis 2010, Klerkx, van Mierlo, and Leeuwis 2012, Beers et al, 2014)."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['However', ',', 'both', 'have', 'almost', 'the', 'same', 'range', 'of', 'benefits', '.']","However, both have almost the same range of benefits."
"['O', 'B-Location', 'I-Location', 'I-Location', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'I-Location', 'O', 'O', 'B-Location', 'I-Location', 'O']","['The', 'Coastal', 'Savannah', 'stretches', 'from', 'Central', 'region', 'through', 'Greater', 'Accra', 'to', 'the', 'Votal', 'region', '.']",The Coastal Savannah stretches from Central region through Greater Accra to the Votal region.
"['O', 'O', 'O', 'O', 'B-Other_Quantity', 'O', 'O', 'O', 'I-Agri_Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Method', 'I-Agri_Method', 'O', 'O', 'B-Agri_Method', 'I-Agri_Method', 'O', 'O', 'O', 'O', 'O', 'O']","['Growers', 'may', 'experience', 'increased', 'profitability', 'by', 'utilizing', 'conservation', 'tillage', 'techniques', ',', 'which', 'reduce', 'input', 'and', 'labor', 'costs', 'compared', 'to', 'conventional', 'tillage', ',', 'although', 'organic', 'farming', 'could', 'entail', 'additional', 'management', 'costs', '.']","Growers may experience increased profitability by utilizing conservation tillage techniques , which reduce input and labor costs compared to conventional tillage , although organic farming could entail additional management costs ."
"['O', 'B-ML_Model', 'I-ML_Model', 'I-ML_Model', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'EPIC', 'weather', 'generator', 'was', 'utilized', 'to', 'create', 'prolonged', 'sequences', 'of', 'synthetic', 'weather', 'emulating', 'the', 'characteristics', 'of', 'today', ""'s"", 'weather', '.']",The EPIC weather generator was utilized to create prolonged sequences of synthetic weather emulating the characteristics of today 's weather .
"['O', 'O', 'O', 'O', 'O', 'B-ML_Model', 'I-ML_Model', 'O', 'B-ML_Model', 'I-ML_Model', 'I-ML_Model', 'O', 'O', 'O', 'O', 'B-ML_Model', 'I-ML_Model', 'I-ML_Model', 'O']","['The', 'results', 'indicated', 'that', 'the', 'function', 'based', 'and', 'tree', 'based', 'models', 'have', 'better', 'performance', 'over', 'rule', 'based', 'model', '.']",The results indicated that the function based and tree based models have better performance over rule based model.
"['O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'CE', ',', 'where', 'the', '“', 'planned', 'economy', '”', 'ruled', 'agricultural', 'production', 'for', 'more', 'than', '40', 'years', ',', 'this', 'key', 'objective', 'was', 'also', 'reached', '.']","In CE, where the “planned economy” ruled agricultural production for more than 40 years, this key objective was also reached."
"['O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Method', 'I-Agri_Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Improvements', 'seen', 'in', 'wheat', 'yields', 'by', '23', '%', ',', 'net', 'returns', 'by', '38', '%', ',', 'and', 'irrigation', 'water', 'conservation', 'by', '23', '%', 'over', 'a', '2-year', 'period', 'due', 'to', 'PBs', 'systems', 'led', 'to', 'a', 'substantial', 'enhancement', 'of', 'around', '60', '%', 'in', 'irrigation', 'water', 'productivity', 'compared', 'to', 'the', 'methods', 'employed', 'by', 'farmers', 'initially', '(', 'Sc1', ')', '.']","Improvements seen in wheat yields by 23 % , net returns by 38 % , and irrigation water conservation by 23 % over a 2-year period due to PBs systems led to a substantial enhancement of around 60 % in irrigation water productivity compared to the methods employed by farmers initially ( Sc1 ) ."
"['O', 'O', 'O', 'B-Technology', 'I-Technology', 'I-Technology', 'I-Technology', 'O', 'B-Technology', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['An', 'approach', 'where', 'Normalized', 'Difference', 'Vegetation', 'Index', '(', 'NDVI', ')', 'procured', 'from', 'MODIS', 'NDVI', 'as', 'an', 'indicator', 'for', 'vegetation', 'was', 'used', 'in', 'this', 'study', '.']",An approach where Normalized Difference Vegetation Index (NDVI) procured from MODIS NDVI as an indicator for vegetation was used in this study.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Rainfall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'major', 'challenges', 'observed', 'for', 'the', 'adoption', 'of', 'crop', 'diversification', 'are', ';', 'maximum', 'cropped', 'area', 'of', 'the', 'country', 'is', 'dependent', 'on', 'rainfall', ',', 'sub-optimal', 'and', 'over-use', 'of', 'resources', 'like', 'land', 'and', 'water', ',', 'inadequate', 'supply', 'of', 'seeds', 'and', 'improved', 'plants', 'materials', ',', 'fragmentation', 'of', 'land', 'holding', 'and', 'inadequate', 'post-harvest', 'infrastructure', 'for', 'perishable', 'produce', '.']","The major challenges observed for the adoption of crop diversification are; maximum cropped area of the country is dependent on rainfall, sub-optimal and over-use of resources like land and water, inadequate supply of seeds and improved plants materials, fragmentation of land holding and inadequate post-harvest infrastructure for perishable produce."
